artifact_key,node_full_path,topic,domain,indicator_name,short_name,kb_level,achievement_text,achievement_item_no,achievement_item_text,title,description
СЗИ.PAM.5,СЗИ.Контроль учетных записей (PAM).СЗИ.PAM.5,СЗИ,Контроль учетных записей (PAM),Настроенные политики соответствуют ТТР Блока ИБ,СЗИ.PAM.5,КБ3,Снимки экрана/выгрузка конфигураций консоли управления,,Снимки экрана/выгрузка конфигураций консоли управления,Снимки экрана/выгрузка конфигураций консоли управления,""
СЗИ.PROXY.1,СЗИ.Защита и фильтрация сетевого трафика (Прокси-сервер).СЗИ.PROXY.1,СЗИ,Защита и фильтрация сетевого трафика (Прокси-сервер),Доступ пользователей в интернет организован через PROXY,СЗИ.PROXY.1,КБ3,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,""
СЗИ.PROXY.2~e70a45dd,СЗИ.Защита и фильтрация сетевого трафика (Прокси-сервер).СЗИ.PROXY.2.e70a45dd,СЗИ,Защита и фильтрация сетевого трафика (Прокси-сервер),Настроены политики разграничения доступа,СЗИ.PROXY.2,КБ3,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,""
СЗИ.PROXY.3~3fb9c755,СЗИ.Защита и фильтрация сетевого трафика (Прокси-сервер).СЗИ.PROXY.3.3fb9c755,СЗИ,Защита и фильтрация сетевого трафика (Прокси-сервер),Проведена интеграция со средствами защиты от ВПО и AD,СЗИ.PROXY.3,КБ3,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,""
СЗИ.PROXY.4~5cede1ef,СЗИ.Защита и фильтрация сетевого трафика (Прокси-сервер).СЗИ.PROXY.4.5cede1ef,СЗИ,Защита и фильтрация сетевого трафика (Прокси-сервер),Настроенные политики соответствуют ТТР Блока ИБ,СЗИ.PROXY.4,КБ3,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,Снимки экрана/выгрузка конфигураций консоли управления системой  WebProxy,""
СЗИ.WAF.1#1,СЗИ.Обнаружение и блокирование сетевых атак на web-приложении (WAF).СЗИ.WAF.1.1,СЗИ,Обнаружение и блокирование сетевых атак на web-приложении (WAF),Процент покрытия внешних активов лицензиями и/или услугами,СЗИ.WAF.1,КБ3,"1. Скан-копия лицензии
2. Снимки экрана/выгрузка конфигураций консоли управления WAF",1,Скан-копия лицензии,Скан-копия лицензии,""
СЗИ.WAF.1#2,СЗИ.Обнаружение и блокирование сетевых атак на web-приложении (WAF).СЗИ.WAF.1.2,СЗИ,Обнаружение и блокирование сетевых атак на web-приложении (WAF),Процент покрытия внешних активов лицензиями и/или услугами,СЗИ.WAF.1,КБ3,"1. Скан-копия лицензии
2. Снимки экрана/выгрузка конфигураций консоли управления WAF",2,Снимки экрана/выгрузка конфигураций консоли управления WAF,Снимки экрана/выгрузка конфигураций консоли управления WAF,""
СЗИ.WAF.2~ff253a21,СЗИ.Обнаружение и блокирование сетевых атак на web-приложении (WAF).СЗИ.WAF.2.ff253a21,СЗИ,Обнаружение и блокирование сетевых атак на web-приложении (WAF),Процедура публикации внешних ресурсов описана и контролируется службой ИБ,СЗИ.WAF.2,КБ3,Снимки экрана средства визуального мониторинга параметров процесса,,Снимки экрана средства визуального мониторинга параметров процесса,Снимки экрана средства визуального мониторинга параметров процесса,""
СЗИ.WAF.3,СЗИ.Обнаружение и блокирование сетевых атак на web-приложении (WAF).СЗИ.WAF.3,СЗИ,Обнаружение и блокирование сетевых атак на web-приложении (WAF),Как часто обновляются правила и сигнатуры в WAF и проверяются настройки,СЗИ.WAF.3,КБ3,Снимки экрана/выгрузка конфигураций консоли управления WAF,,Снимки экрана/выгрузка конфигураций консоли управления WAF,Снимки экрана/выгрузка конфигураций консоли управления WAF,""
СЗИ.ВПО.2~ca97bd5b,СЗИ.Защита от ВПО.СЗИ.ВПО.2.ca97bd5b,СЗИ,Защита от ВПО,Процент покрытия инфраструктуры средствами антивирусного ПО,СЗИ.ВПО.2,КБ3,Снимки экрана/выгрузка конфигураций консоли управления  средства АВЗ,,Снимки экрана/выгрузка конфигураций консоли управления  средства АВЗ,Снимки экрана/выгрузка конфигураций консоли управления  средства АВЗ,""
СЗИ.ВПО.6~6beef778,СЗИ.Защита от ВПО.СЗИ.ВПО.6.6beef778,СЗИ,Защита от ВПО,Процесс контроля работоспособности САВЗ,СЗИ.ВПО.6,КБ3,Снимки экрана средств визуального мониторинга,,Снимки экрана средств визуального мониторинга,Снимки экрана средств визуального мониторинга,""
СЗИ.ВПО.7~07b25c66,СЗИ.Защита от ВПО.СЗИ.ВПО.7.07b25c66,СЗИ,Защита от ВПО,Процесс обновления антивирусных средств,СЗИ.ВПО.7,КБ3,Снимки экрана средств визуального мониторинга,,Снимки экрана средств визуального мониторинга,Снимки экрана средств визуального мониторинга,""
СЗИ.ВПО.8~cf8c195f,СЗИ.Защита от ВПО.СЗИ.ВПО.8.cf8c195f,СЗИ,Защита от ВПО,Процесс реагирования на события САВЗ,СЗИ.ВПО.8,КБ3,Снимки экрана средств визуального мониторинга,,Снимки экрана средств визуального мониторинга,Снимки экрана средств визуального мониторинга,""
СЗИ.САЗ.2~bb294b62,СЗИ.Сканер уязвимостей.СЗИ.САЗ.2.bb294b62,СЗИ,Сканер уязвимостей,Процент охваченных регулярным сканированием активов,СЗИ.САЗ.2,КБ3,Снимки экрана/выгрузка конфигураций консоли управления  сканеров уязвимости,,Снимки экрана/выгрузка конфигураций консоли управления  сканеров уязвимости,Снимки экрана/выгрузка конфигураций консоли управления  сканеров уязвимости,""
СЗИ.САЗ.3~523009a7,СЗИ.Сканер уязвимостей.СЗИ.САЗ.3.523009a7,СЗИ,Сканер уязвимостей,Внедрен процесс управления уязвимостями,СЗИ.САЗ.3,КБ3,"Снимки экрана/выгрузка конфигураций консоли управления  сканеров уязвимости
Снимки экрана/выгрузка конфигураций консоли управления системы автоматизации",,"Снимки экрана/выгрузка конфигураций консоли управления  сканеров уязвимости
Снимки экрана/выгрузка конфигураций консоли управления системы автоматизации","Снимки экрана/выгрузка конфигураций консоли управления  сканеров уязвимости
Снимки экрана/выгрузка конфигураций консоли управления системы автоматизации",""
СУИБ.УР.6~2396fdad,Управление ИБ.Система управления ИБ.СУИБ.УР.6.2396fdad,Управление ИБ,Система управления ИБ,Статус достижения целей ИБ регулярно доводится до руководства Общества,СУИБ.УР.6,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
СУИБ.УР.9~8c843289,Управление ИБ.Система управления ИБ.СУИБ.УР.9.8c843289,Управление ИБ,Система управления ИБ,Требования по ИБ к информационным активам (ИА) предьявляются на стадиях принятия решения о создании/приобретении ИА,СУИБ.УР.9,КБ3,Примеры ТЗ\заявок\ПМИ\иной документации к ИА,,Примеры ТЗ\заявок\ПМИ\иной документации к ИА,Примеры ТЗ\заявок\ПМИ\иной документации к ИА,""
УИБ.AW.1~f4eacad4,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.1.f4eacad4,Управление ИБ,Осведомленность пользователей и обучение персонала,Проводится регулярное профессиональное обучение и повышение квалификации работников ИБ,УИБ.AW.1,КБ3,"Формализованный план обучения
Заявки работников",,"Формализованный план обучения
Заявки работников","Формализованный план обучения
Заявки работников",""
УИБ.AW.10~7cb32c05,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.10.7cb32c05,Управление ИБ,Осведомленность пользователей и обучение персонала,Осуществляется обучение привелигированных пользователей приемам безопасной работы,УИБ.AW.10,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.AW.2~676ac7ea,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.2.676ac7ea,Управление ИБ,Осведомленность пользователей и обучение персонала,Проводится регулярное повышение осведомленности работников Общества,УИБ.AW.2,КБ3,"Скриншоты рассылок
Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Скриншоты рассылок
Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Скриншоты рассылок
Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.AW.3~13d325c0,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.3.13d325c0,Управление ИБ,Осведомленность пользователей и обучение персонала,При приеме на работу проводится инструктаж по информационной безопасности  и повторяется раз в год или чаще.,УИБ.AW.3,КБ3,Скриншот\выгрузка из образовательной платформы,,Скриншот\выгрузка из образовательной платформы,Скриншот\выгрузка из образовательной платформы,""
УИБ.AW.4~68f721cc,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.4.68f721cc,Управление ИБ,Осведомленность пользователей и обучение персонала,Учебные материалы пересматриваются раз в год или чаще.,УИБ.AW.4,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.AW.5~292ee0eb,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.5.292ee0eb,Управление ИБ,Осведомленность пользователей и обучение персонала,Осуществляется обучение работников распознавать атаки с использованием социальной инженерии,УИБ.AW.5,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.AW.6~d953feab,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.6.d953feab,Управление ИБ,Осведомленность пользователей и обучение персонала,"Осуществляется обучение работников по теме многофакторной аутентификации, создании сильных паролей и управлении учетными записями.",УИБ.AW.6,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.AW.7~28b83afe,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.7.28b83afe,Управление ИБ,Осведомленность пользователей и обучение персонала,"Осуществляется обучение работников о необходимости блокировать рабочие станции, стирать информацию с флипчартов и виртуальных досок после совещаний и хранить данные в защищенном месте.",УИБ.AW.7,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.AW.9~5637c06a,Управление ИБ.Осведомленность пользователей и обучение персонала.УИБ.AW.9.5637c06a,Управление ИБ,Осведомленность пользователей и обучение персонала,Осуществляется обучение работников распознавать инциденты безопасности и сообщать о них,УИБ.AW.9,КБ3,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
УИБ.DDoS.1~d6a9a73e,Управление ИБ.Защита от вредоносного трафика (Anti-DDoS).УИБ.DDoS.1.d6a9a73e,Управление ИБ,Защита от вредоносного трафика (Anti-DDoS),Покрытие инфраструктуры внедренным решением или используемым внешним сервисом по защите от DDoS,УИБ.DDoS.1,КБ3,"Скриншот\выгрузка конфигураций средств AntiDDoS
Спецификация оборудования
Скан-копия договора на сервис AntiDDos",,"Скриншот\выгрузка конфигураций средств AntiDDoS
Спецификация оборудования
Скан-копия договора на сервис AntiDDos","Скриншот\выгрузка конфигураций средств AntiDDoS
Спецификация оборудования
Скан-копия договора на сервис AntiDDos",""
УИБ.DDoS.2~f10de6ac,Управление ИБ.Защита от вредоносного трафика (Anti-DDoS).УИБ.DDoS.2.f10de6ac,Управление ИБ,Защита от вредоносного трафика (Anti-DDoS),Проводится актуализация защищаемых ресурсов и порогов срабатывания защиты от отказа в обслуживании,УИБ.DDoS.2,КБ3,"Результаты пост-анализа инцидентов типа DDoS-атака
Информация о выполнении рекомендаций",,"Результаты пост-анализа инцидентов типа DDoS-атака
Информация о выполнении рекомендаций","Результаты пост-анализа инцидентов типа DDoS-атака
Информация о выполнении рекомендаций",""
УИБ.Д.2~c3c9a056,Управление ИБ.Защита данных и информации.УИБ.Д.2.c3c9a056,Управление ИБ,Защита данных и информации,Данные на носимых устройствах хранятся в зашифрованном виде,УИБ.Д.2,КБ3,Скрин-шот\выгрузка настроек и\или политик средств шифрования,,Скрин-шот\выгрузка настроек и\или политик средств шифрования,Скрин-шот\выгрузка настроек и\или политик средств шифрования,""
УИБ.Д.4~44c60f1d,Управление ИБ.Защита данных и информации.УИБ.Д.4.44c60f1d,Управление ИБ,Защита данных и информации,Осуществляется контроль использования личных мобильных устройств,УИБ.Д.4,КБ3,Скрин-шот\выгрузка настроек и\или политик средств контроля,,Скрин-шот\выгрузка настроек и\или политик средств контроля,Скрин-шот\выгрузка настроек и\или политик средств контроля,""
УИБ.ИА.5~5307b781,Управление ИБ.Идентификация и аутентификация.УИБ.ИА.5.5307b781,Управление ИБ,Идентификация и аутентификация,Пароли локальных УЗ администраторов на АРМ с ОС Windows хранятся с применением технологии LAPS,УИБ.ИА.5,КБ3,Выгрузка политик MS AD,,Выгрузка политик MS AD,Выгрузка политик MS AD,""
УИБ.ИА.9~a8d2a948,Управление ИБ.Идентификация и аутентификация.УИБ.ИА.9.a8d2a948,Управление ИБ,Идентификация и аутентификация,Наличие специализированного ПО для хранения аутентификационных данных (оценить покрытие средством),УИБ.ИА.9,КБ3,Скрин-шот\выгрузка настроек\политик средств защищенного хранения паролей,,Скрин-шот\выгрузка настроек\политик средств защищенного хранения паролей,Скрин-шот\выгрузка настроек\политик средств защищенного хранения паролей,""
УИБ.ИН.1~8ce018f8,Управление ИБ.Инвентаризация.УИБ.ИН.1.8ce018f8,Управление ИБ,Инвентаризация,"Ведется учет используемых и (или) эксплуатируемых физических устройств (АРМ, сервера, принтеры, коммутационное оборудование и т.п.)",УИБ.ИН.1,КБ3,"Скриншот\выгрузка из автоматизированной системы Реестра эксплуатируемых АРМ и серверов, коммутационного оборудования, перефирийных устройств, машинных носителей информации
Расписание инвентаризационных сканирований
Скриншот\выгрузка жкрналов DHCP-серверов",,"Скриншот\выгрузка из автоматизированной системы Реестра эксплуатируемых АРМ и серверов, коммутационного оборудования, перефирийных устройств, машинных носителей информации
Расписание инвентаризационных сканирований
Скриншот\выгрузка жкрналов DHCP-серверов","Скриншот\выгрузка из автоматизированной системы Реестра эксплуатируемых АРМ и серверов, коммутационного оборудования, перефирийных устройств, машинных носителей информации
Расписание инвентаризационных сканирований
Скриншот\выгрузка жкрналов DHCP-серверов",""
УИБ.ИН.10~c282d191,Управление ИБ.Инвентаризация.УИБ.ИН.10.c282d191,Управление ИБ,Инвентаризация,Используется инструментарий активного/пассивного обнаружения активов,УИБ.ИН.10,КБ3,"Скрин-шот\выгрузка конфигураций\настроек средств пассивного обнаружения активов (анализ сетевого трафика, утилиты для пассивного обнаружения новых сетевых активов)",,"Скрин-шот\выгрузка конфигураций\настроек средств пассивного обнаружения активов (анализ сетевого трафика, утилиты для пассивного обнаружения новых сетевых активов)","Скрин-шот\выгрузка конфигураций\настроек средств пассивного обнаружения активов (анализ сетевого трафика, утилиты для пассивного обнаружения новых сетевых активов)",""
УИБ.ИН.11~d0431f03,Управление ИБ.Инвентаризация.УИБ.ИН.11.d0431f03,Управление ИБ,Инвентаризация,Результаты работы сканеров уязвимости являются источниками для пополнения БД систем инвентаризации,УИБ.ИН.11,КБ3,Скрин-шоты\выгрузки настроек\описание интеграции сканеров с автоматизированными системами учета активов,,Скрин-шоты\выгрузки настроек\описание интеграции сканеров с автоматизированными системами учета активов,Скрин-шоты\выгрузки настроек\описание интеграции сканеров с автоматизированными системами учета активов,""
УИБ.ИН.12~5d8b3b20,Управление ИБ.Инвентаризация.УИБ.ИН.12.5d8b3b20,Управление ИБ,Инвентаризация,"Производится регулярный контроль фактического состава созданных, используемых и (или) эксплуатируемых информационных активов и их корректного размещения в сегментах вычислительных сетей",УИБ.ИН.12,КБ3,Скрин-шот\выгрузка из средств автоматизации,,Скрин-шот\выгрузка из средств автоматизации,Скрин-шот\выгрузка из средств автоматизации,""
УИБ.ИН.13~0bc8e7d5,Управление ИБ.Инвентаризация.УИБ.ИН.13.0bc8e7d5,Управление ИБ,Инвентаризация,"Осуществляется разработка, ведение, актуализация, хранение проектной, рабочей, эксплуатационной документации на информационные системы",УИБ.ИН.13,КБ3,Скрин-шот\выгрузка из единой автоматизированной системы учета,,Скрин-шот\выгрузка из единой автоматизированной системы учета,Скрин-шот\выгрузка из единой автоматизированной системы учета,""
УИБ.ИН.2~8de8ad92,Управление ИБ.Инвентаризация.УИБ.ИН.2.8de8ad92,Управление ИБ,Инвентаризация,Ведется учет имеющегося и используемого ПО,УИБ.ИН.2,КБ3,Выгрузка\скриншоты из автоматизированной системы процесса удаления неучтенного ПО,,Выгрузка\скриншоты из автоматизированной системы процесса удаления неучтенного ПО,Выгрузка\скриншоты из автоматизированной системы процесса удаления неучтенного ПО,""
УИБ.ИН.3~1c639431,Управление ИБ.Инвентаризация.УИБ.ИН.3.1c639431,Управление ИБ,Инвентаризация,"Ведется персонифицированный учет учетных записей (УЗ), технологических УЗ, привилегированных УЗ и УЗ групповых почтовых ящиков",УИБ.ИН.3,КБ3,"Формализованный документ, регламентирующий процесс аудита УЗ
Отчеты о проведенных аудитах",,"Формализованный документ, регламентирующий процесс аудита УЗ
Отчеты о проведенных аудитах","Формализованный документ, регламентирующий процесс аудита УЗ
Отчеты о проведенных аудитах",""
УИБ.ИН.4~869e8384,Управление ИБ.Инвентаризация.УИБ.ИН.4.869e8384,Управление ИБ,Инвентаризация,Контроль белого (разрешенного) и черного (неразрешенного) списка программного обеспечения.,УИБ.ИН.4,КБ3,"Скриншот\выгрузка политик применямого средства контроля ПО
Примеры проектной документации на ИС",,"Скриншот\выгрузка политик применямого средства контроля ПО
Примеры проектной документации на ИС","Скриншот\выгрузка политик применямого средства контроля ПО
Примеры проектной документации на ИС",""
УИБ.ИН.5~46deb8ef,Управление ИБ.Инвентаризация.УИБ.ИН.5.46deb8ef,Управление ИБ,Инвентаризация,Ведется учет использования адресных пространств (IP),УИБ.ИН.5,КБ3,Скриншот из автоматизированной системы учета адресных пространств,,Скриншот из автоматизированной системы учета адресных пространств,Скриншот из автоматизированной системы учета адресных пространств,""
УИБ.ИН.6~62931e62,Управление ИБ.Инвентаризация.УИБ.ИН.6.62931e62,Управление ИБ,Инвентаризация,"Ведется учет созданных, используемых и (или) эксплуатируемых ИС",УИБ.ИН.6,КБ3,Скриншот из автоматизированной системы учета ИС,,Скриншот из автоматизированной системы учета ИС,Скриншот из автоматизированной системы учета ИС,""
УИБ.ИН.7~89993c35,Управление ИБ.Инвентаризация.УИБ.ИН.7.89993c35,Управление ИБ,Инвентаризация,"Ведется учет опубликованных на внешнем периметре информационные систем, доменов",УИБ.ИН.7,КБ3,"Скриншот из автоматизированной системы учета внешних доменов
Выгрузка\скриншот настроек интеграции средства автоматизации со средствами активного/пассивного обнаружения активов",,"Скриншот из автоматизированной системы учета внешних доменов
Выгрузка\скриншот настроек интеграции средства автоматизации со средствами активного/пассивного обнаружения активов","Скриншот из автоматизированной системы учета внешних доменов
Выгрузка\скриншот настроек интеграции средства автоматизации со средствами активного/пассивного обнаружения активов",""
УИБ.ИН.8~9b3cdcf3,Управление ИБ.Инвентаризация.УИБ.ИН.8.9b3cdcf3,Управление ИБ,Инвентаризация,За информационными активами закреплены ответственные,УИБ.ИН.8,КБ3,Приказы по зареплению ответственных за каждым информационным активом,,Приказы по зареплению ответственных за каждым информационным активом,Приказы по зареплению ответственных за каждым информационным активом,""
УИБ.ИН.9~54d39f1e,Управление ИБ.Инвентаризация.УИБ.ИН.9.54d39f1e,Управление ИБ,Инвентаризация,Наличие специализированного ПО для хранения инвентаризационных данных,УИБ.ИН.9,КБ3,Скрин-шот\выгрузка из CMDB,,Скрин-шот\выгрузка из CMDB,Скрин-шот\выгрузка из CMDB,""
УИБ.ОД.2~09641ab9,Управление ИБ.Обеспечение доступности.УИБ.ОД.2.09641ab9,Управление ИБ,Обеспечение доступности,Осуществляется дублирование инфраструктуры в разных территориально разделенных ЦОД,УИБ.ОД.2,КБ3,"Формализованный документ, регламентирующий порядок дублирования инфраструктуры в территориально распределенных ЦОД",,"Формализованный документ, регламентирующий порядок дублирования инфраструктуры в территориально распределенных ЦОД","Формализованный документ, регламентирующий порядок дублирования инфраструктуры в территориально распределенных ЦОД",""
УИБ.ОД.3,Управление ИБ.Обеспечение доступности.УИБ.ОД.3,Управление ИБ,Обеспечение доступности,Осуществляется кластеризация компонентов Mission Critical и Busines Critical систем,УИБ.ОД.3,КБ3,"Формализованный документ, определяющий требования к кластеризации компонентов информационных систем",,"Формализованный документ, определяющий требования к кластеризации компонентов информационных систем","Формализованный документ, определяющий требования к кластеризации компонентов информационных систем",""
УИБ.ОД.4~0368b432,Управление ИБ.Обеспечение доступности.УИБ.ОД.4.0368b432,Управление ИБ,Обеспечение доступности,"Наличие достаточного перечня запасных частей и материалов, а также активной технической поддержки на оборудование и программное обеспечение",УИБ.ОД.4,КБ3,"Формализованный документ, регламентирующий процессы обеспечения запасными частями и материалами, с учетом критичности информационных систем.
Скрин-шот\выгрузка из систем учета запасных частей.
Скан-копии договоров на техподдержку оборудования и ПО",,"Формализованный документ, регламентирующий процессы обеспечения запасными частями и материалами, с учетом критичности информационных систем.
Скрин-шот\выгрузка из систем учета запасных частей.
Скан-копии договоров на техподдержку оборудования и ПО","Формализованный документ, регламентирующий процессы обеспечения запасными частями и материалами, с учетом критичности информационных систем.
Скрин-шот\выгрузка из систем учета запасных частей.
Скан-копии договоров на техподдержку оборудования и ПО",""
УИБ.ОД.5~d236693a,Управление ИБ.Обеспечение доступности.УИБ.ОД.5.d236693a,Управление ИБ,Обеспечение доступности,"Обеспечивается уровень доступности систем и средств защиты не ниже, чем уровень доступности защищаемых информационных систем",УИБ.ОД.5,КБ3,"Формализованный документ, регламентирующий процесс тестирования ИС на отказоустойчивость;
Результаты тестирования.",,"Формализованный документ, регламентирующий процесс тестирования ИС на отказоустойчивость;
Результаты тестирования.","Формализованный документ, регламентирующий процесс тестирования ИС на отказоустойчивость;
Результаты тестирования.",""
УИБ.ПРС.8,"Управление ИБ.Приобретение, разработка и обслуживание систем и ПО.УИБ.ПРС.8",Управление ИБ,"Приобретение, разработка и обслуживание систем и ПО",Компоненты Реестра ПО скачиваются из проверенных источников и проверяются на безопасность перед установкой,УИБ.ПРС.8,КБ3,Скриншот: Визуализация метрик в виде графиков и дашбордов  для M38проверки компонентов на уязвимости и угрозы безопасности.,,Скриншот: Визуализация метрик в виде графиков и дашбордов  для M38проверки компонентов на уязвимости и угрозы безопасности.,Скриншот: Визуализация метрик в виде графиков и дашбордов  для M38проверки компонентов на уязвимости и угрозы безопасности.,""
УИБ.ПРС.9~e970f909,"Управление ИБ.Приобретение, разработка и обслуживание систем и ПО.УИБ.ПРС.9.e970f909",Управление ИБ,"Приобретение, разработка и обслуживание систем и ПО",Для обеспечения безопасности критичных компонентов ПО используются механизмы безопасности системного уровня,УИБ.ПРС.9,КБ3,"Формализованный документ, определяющий  набор механизмов безопасности системного уровня для обеспечения безопасности критичных компонентов ПО для всех систем",,"Формализованный документ, определяющий  набор механизмов безопасности системного уровня для обеспечения безопасности критичных компонентов ПО для всех систем","Формализованный документ, определяющий  набор механизмов безопасности системного уровня для обеспечения безопасности критичных компонентов ПО для всех систем",""
